data,label
tidak meriko mendasi lagi setelah gabung ama ticktok tambah lambat banyak toko yang biasa langganan hilang jejak tidak bisa di cari lagi,
keren,
belanja mudah n untung,
saya punya apl tiktok saya sering belanja melalui tiktok toko pedia ntah kenapa tiba saldo pay later di tiktok saya hilang sedangkankan saya tidak merasa transaksi ini yang ada malah timbul tagihan pinjaman ke saya saya coba hub pihak tokopedia via wa maupun customer service tidak ada tanggapan mohon bantuan penjelasannya,
apaan dah temen saya dapat diskon pengguna baru terus setiap hari lah saya kapan njir udah tunggu setengah hari tidak ada diskon sama sekali,
udah tidak seperti dulu pencarian barang dulu paling bisa diandelin di tokopedia sekarang kita masukkan nama barang a yang keluar macem macem,
pilihan produk banyak dan berkualitas dan juga pakaian ada dan bisa di beli melalui transfer atau cash on delivery,
cepat cepat agar bisa gunain paylater nya,
kenapa matanya tokopedia koq berkaca kaca gitu baik saja kan ka udah jika masalah jodoh itu udah di atur yang maha kuasa ya jika masalah itu tenang saaj aja aku tidak akan pernah libatkan kalian aitu janji aku,
tiga dulu kalau bagus sayah tambah in lagi,
sangat membantu app inimantab,
tidak enak belanja di tokopedia tidak bebas belanja berapa unit di batasi tidak kaya shoppe bebas mau berapa unit juga selalu di review saldo penjualan lama lagi penanganan terlalu lama harus pindah jualan di toko lain ini,
gini amat yak hidup di indonesia klw belanja item bakal dapat voucher rbudah belanja itemeh voucher nya rb di bagi dong wkwkwkwk tidak ada penjelasan di sk penipuan tidak si ini namanya udah bukan marketing lagi tobatlah nak,
udah tidak ada promo besar gedean lagi semenjak collab ama tiktok,
aplikasi tidak bertanggung jawab,
mudah dan terpercaya,
sukses disini saya akan beli rumah,
aplikasi ampas tiba di pembayaran selalu loading lama banget malahan tidak kelar kelar loadingnya mana pelayanan tokopedia care nya lambat banget respon agen chat nya asli gondok,
dapat bonus voucher belanja rb taunya kepecah minimum per belanja besar banget nominalnya,
tidak jelas tokopediasaya melakukan penarikan dana ko malah dipersulitdana ditahan chat ke tokopediacare tidak ada balasan gmn ini solusi nya,
layanan transaksi dibatasi sudah tak bisa dibuka sudah hari saya coba sama saja malah suruh cek akun padahal barang yang mau di co banyak banget giliran mau transaksi pas bka transaksi lainnya error mulu tidak bisa kebuka semakin malas belanja disini tidak seperti biasanya semakin sini bukannya upgrade malah tmbah tidak bagus,
oke juga,
menonton di snek vidio,netral
terlalu ribet nembahan alamat pakai peta,
saya tidak ada aplikasi tokopedia kenapa ada kode verifikasi dari aplikasi ini,
bagus,
woy knpe di update pas pesen barang toko jadi ilang cek pengiriman tidak ada order slesai juga tidak ad riwayat gmne mau ksh bintang bagus ke tokonye kl aplikasi error kye mjing,
customer service nya bot slow respon jelek banget malah mengundang penipu,
aplikasi yang keren dan profesional,
gausah sok sokan tokopedia x tiktokshop,
aplikasinya bagus,
update semakin kecewa di sisi sebagai seller semakin naik adminnya yang otomatis dipaksa naikin harga susah bersaing sama toko lain di sisi buyer ini semakin tidak nyaman tiap mau checkoutyang lain seringkali terjadi bugdibatalkan mendadak ini annoying banget sih update lagi semakin kecewa lagi karena customer yang masih loyal dengan segala kekurangan yang ada malah tidak dikasih voucher besar yang jarang belanja malah dapat ini pas sistem kamu gimana sih ped,
kenapa saya tidak bisa masuk akun saya,
saya beli barang di tokopedia di cancel penjual gara gara saya beli pakai voucher ribu dana kembali tp voucher hangus padahal kan belum di pakai chat toko hanya minta maaf chat customer service tokopedia tidak ada jawaban kecewa berat lebih baik saya hapus dan pakai shoppe customer service shoppe nya tanggap voucher klo di cancel pun kembali payah tokopedia,
ekspedisinya busukk tidak seperti aplikasi sebelah gatau aku yang apes apa gimana tapi udah lebih dari kali dapat kurir yang tidak ramah jadi malas mau chekout disini klo diantarnya marahmarah mau komplain ke seller juga dia mana tau menau mending balik ke aplikasi sebelah yang ekspedisinya bisa dipilih sendiri sekedar saran buyer kasih pilihan dong mau pakai ekspedisi apa karna di tiap kota itu tiap ekspedisi beda ke toxicannya terus tambah kan penilaian kurir pengiriman agar pihak buyer juga nyaman,
oke,
saya sudah membeli barang yang anda suruh untuk mendapatkan voucher rb dan setelah membeli muncul gambar selamat anda mendapatkan voucher rb tapi nyatanya saya tidak mendapatkan voucher sama sekali saya mendapatkan ticket untuk masalah ini tapi tim tokopedia sangat lama responnya menurut saya sengaja untuk menghabiskan masa voucher nya saya merasa ditipu padahal saya sudah melihat sk saya sangat kecewa dengan tokopedia janganlah menipu,
mudah dalam bertransaksi,
diskripsi produk tidak lengkapmau beli jari pelek tidak ada ukuran panjangnyachat penjual tidak di responmembuat susah pembeli,
aplikasi ini mulai ada perbaikan,netral
pengiriman lama,
tokopedia carenya blas nda ngebantu sama sekali mau tanya soal pengembalian dana udah antri chat lama malah di cuekin bgst emang,
kemahalan di ongkos,
saya gx pernah instal aplikasi ko dapat wa kode verifikasi saya sapii klo ad yang gunakn data saya gx nanggung apapun itu,
gimana sih tokopedia barang yang dikirim tidak sesuai banget order cd pcs malah dikirim pcstoko nya juga tidak bertanggung jawab hm tolong dong di perbaiki,
saya mengalami penipuan saat belanja diaplikasi ini tapi pihak tokopedia seperti tidak merespon atau peduli dengan komplenan saya sejak oktober sampai dengan saat ini proses retur masih blom ada perkembangan,
bagus,
terimakasih sudah merekomendasikan toko yang amanah dengan harga dibawah standar resmi nya,
puas belanja di tokopedia,
customer service servis nya tidak ada yang bisa d hubungi,
soalnya tidak ada yang datang,
padahal jaringan saya bagus tapi kok saat saya ingin mengganti metode pembayaran nya loading nya lama sekali,
proses cepat,
bagus dan bermanfaat aplikasinya hatur nuhun,
semenjak join tiktok tokopedia selalu lambat akses ke halaman jadi malas,
luar biasa,
jangan suka berbohong kepada publik dengan giveaway untungberuntung diapp mau sosmed settingan tim admin loee yang pada kurang berpendidikan profesional iturata baru tamatan sekolah sudah tokopedia pekerjaan sbgai tim gaevent hny orang kampung aja yang percaya tidak event kamu adakan dimedsos ato diapp itu sendiriaku saran untuk mencari pemenang sistem random komen filter dan lain lain bukan tim kamu yang bego itu yang memili lsg pemenang hny publik kampung yang percayaklopublik kota,
overall tokopedia bagus banget tidak ribet barang yang di beli juga terjamin bagus,
aplikasi langganan sudah dari awal,netral
customer service tokopedia sulit respon,
saya turunkan bintang karena saat saya bertanya tentang kendala melalui support jawaban terlalu banyak bot bukan manusiajadi terlalu lambat dalam merespon permasalahan dalam transaksi ditokopediatingkat kepercayaan dan ketenangan dalam bertransaksi adalah pelayanan chat support ketika ada masalah sistem ataupun transaksiayoo bangkit tokopedia agar selalu menjadi terdepan,
proses cepat dan aman,
sangat sangat baik,
fitur² tokopedia sekarang banyak yang tidak berfungsi normal seperti pencarian di whishlist tidak bisa memunculkan semuanya filter barang tidak tersedia di whishlist juga yang muncul termasuk yang stoknya masih ada,
mantap promo menguncang nya,
skrang tidak bisa pembayran pakai coins,
paling maless muncul iklan truss mana udah di uninstall udah di hampus masih aja muncul iklan knapa yaa bisa gtu cara hilanginnya gimana,
simple cepat,
bagus,
tokomedia bagus bangat sesui dengan pesanan mantap,
aplikasi belanja dengan sistem komplain paling tolol yang saya tau sudah jelas jelas barang yang saya pesan itu penipuan dan saya menuntut pengembalian uang tapi masih menunggu persetujuan penjual ya aneh masa iya penipu mau berbaik hati mengembalikan uang kan kocak,
bagus,
kecewa banget barang tidak diterima hanya kemasan kosong tp dinyatakan sampai karena kemasannya sampai untuk pengembalian dana saya harus kirim ulang barangnya kan aneh saya yang dirugikan karena beli barang tp tidak ada tp saya harus tanggung lagi ongkir buat kembali kan tu kemasan sampah,
ada tulisan vocer potongan harga ternyata emang harganya segitu vocer hoax,
sangat puas,
ini kok baru masuk tokopedia udah disuguhi konten barang tidak pantas mana baru buat akun aja barangnya nyeleneh lagi tolong dong berhentikan perjual belikan bajubarang tak senonohmata saya tercemar ini ane mau belanjabukan cari dosa,
parah banget ni aplikasi sekali dua kali pesan di sini sih oke aja ya sama penjualnya yang tidak ngebales atau mungkin pakai ai lah ini di tambah sama aplikasinya yang kurang greget masa paket dibiarkan dikemas hari yang satunya malah macet di jasa pengiriman jnt sekitar hari gila kamu udahmah curang lagih dituliskannya tunggu sampai tanggal sekian tapi pas udah tanggal tempo nya malah di tambahan beberapa hari lagi ga jelas mendingan toko oren,
keren,
untuk komplainnya susah samapi sekarang tidak ada respon dari aplikasi ini,
tidak usah deh ngadain flash sale kalau ongkir nya aja x lebih mahal dari barang yang dipesan padahal sebelum flash sale harga normalnormal saja,
beberapa tahun yang lalu saya beri ulasan bintang tapi sejak kerja sama dengan tiktok udah banyak penipuan don proses komplain nya agak ribet customer service nya juga bot sekarang tolong di perbaiki sistem kerja tokopedia saya pengguna lama udah malas belanja lewat tokopedia udah berapa kali kena tipu bermacam macam jenis orderan,
uinya kembali kan kaya yang lama sekarang berasa lebih berat dari shopee pencariannya ngawor masih mending yang lama,
masih aman digunakan,netral
tidak jelas,
Saya pengguna lama dan ingin melihat perbaikan sistem agar pengalaman belanja lebih lancar,netral
aplikasinya error waktu pembayaran selalu ada tulisan halaman tidak tersedia terus aplikasi kututup dan order lagi voucher dan poin ilang tolong segera diperbaiki,
semakin tidak jelas tokopedia parah,
semakin di update semakin repot entah login ngeranjangin barang mau bayar juga konslet sistem sering error entah yang lain adajalah pkoknya,
selalu tampilkan model baru,netral
saat krusial gini tiba paylater tidak bisa dipake kalau gtu ngapain dikasih limit,
saya sangat puas,
semenjak gabung sama tiktok jadi jelek pencarian jadi tidak akurat promo berkurang terus mending pakai aplikasi oren aja,
jadi aku jualan di tokopedia dan barangnya hilang di perjalanan pembelinya pun komplain tapi aku tidak dapat ganti rugi sedikitpun dari aplikasi ternyata kalau barang dari penjual hilang atau rusak tokopedia tidak mau ganti rugi dan tidak mau tanggungjawab sedikitpun padahal mereka mendapat untung dari pedagang tapi kalau barang hilang mereka tidak mau ganti rugi sedikitpun dasar aplikasi perampok sukanya merugikan pedagang,
keamanan aplikasi nya buruk banyak yang mencoba login ke aku saya melalui perangkat lain,
