data,label,label_self_training
aplikasi tolol tidak ada tombol untuk batalkan pesanan chat customer service ai mulu yang jawab tidak guna nie aplikasi nyeseldownload,,negatif
seller semua pemalas tidak ada inisiatif selalu menunggu kurir bisa sampai hari minimal drop ke yang terdekat seperti klo sampai sore tidak datang klo kaya gitu sih setelah barang sampai tidak bakal saya tekan selesai biarin aja system yang selesaikan,,negatif
aplikasi bagus tokopedia,,positif
cepat banyak pilihan,,positif
membantu dan memudahkan untuk bisa memenuhi kebutuhan sehari,,positif
aplikasi belanja online terjelek dan terparah saat ini masa paket mau dihilangkan kurir dengan estimasi tiba ng wajar nga bisa di ajukan komplain mengikuti kurir tanpa ditinjau terlebihi dahulu sangat buruk harusnya kalau paket telah melewati estimasi tiba dan tertera nga wajar customer service nya bisa dihub dulu bagus semakin sini jelek parah buruk paket harusnya sampai tanggal hari h bisa diundur sampai hari,,negatif
 adil dalam memberikan diskon,,negatif
untuk chat admin susah bnerdan saldo ter endap tidak bisa di pakaikurang bagus tokopedia kalah sama yang lainny,,negatif
tokopedia tidak warah blom apa udah pelanggaranmana ongkir mahal lagi produknya juga mahalmending kalian tidak ush instal aplikasi ini dehh agar tidak menyesal,,negatif
kerenn,,negatif
parah si saya beli barang estimasi sampai tanggal sampai tanggal tidak sampaisampai udah melebihi batas estimasi kalau sekali tidak pp lah masa iya ini sampai berkalikali padahal dihari yang sama checkout di aplikasi sebelah loh mlhn pakai aplikasi sebelah duluan yang sampai padahal sama jauh dri jkt padahal sama pakai kurir jasa pengiriman jnt tpi kenapa yang di tokopedia lebih lama parah si giliran komplain ribet banget harus tunggu dulu investigasinya lama,,negatif
memuaskan,,positif
data saya di sebar monyet,,negatif
mendingan beli di toko oren dijamin tidak ada nipu barang juga bisa bergaransi,,negatif
ini sangat berguna buat saya,,positif
mantap,,positif
sudah tidak berpihak lagi sama rakyat kecilversinya sudah tidak suport lagi sama hp saya setiap mau di buka selalu terhenti membagongkan,,negatif
suka,,negatif
mantap,,positif
bagus,,positif
ya terima kasih banyak,,positif
kurir rekomendasi tp aslinya sangt tidak direkomendasikan lambat terlalu lama transit paket dioper sana dioper sini beda xpedisi kalau paket hilang tracking nya jadi susah hilang dixpedisi apa tidak bisa ketahuan karna dipickup xpedisi a di anter kurir c bahkan bisa x hanlde paket beda xpedisi contohnya dipickup jasa pengiriman jnt transit digudang jasa pengiriman jne dianter id xpress,,negatif
oke,,positif
tidak tau kenapa dengan tokopedia sekarang layanan nya sangat buruk pesan dari toko kali deres ke serpong sudah hari belom tiba juga saya komplent tidak ada tanggapan sama sekali admin tokpednya sudah jelas di lacak barang tidak bisa dikirim tpi komplenan saya tidak di proses tidak kembali kan dana,,negatif
pelayanan kirim lama sekali respon penjual juga tidak ada,,negatif
sumpah yesal saya makai aplikasi ini pesanan tidak ada update pengiriman mending pakai shopee responnya cepat klo ada apa cepat terselesaikan klo tokopedia tidak sesuai sop,,negatif
sangat asli barang nya,,positif
alhamdulillah sangat memudahkan saya dalam segala hal,,positif
mahal jirr,,negatif
mantap,,positif
jangan sampai tokopedia di tinggal pelanggan setia padahal aplikasi sebelah lebih mudah pengiriman nya mohon agar selektif lagi memilih kurir rekomendasi apalagi sap express gila itu pengiriman tidak transparan status pengiriman nya out going incoming lah tidak di jelaskan sampai mana nya keliatan tidak profesional nyalama ketika di komplain ada kurir menghubungi tapi salah pula paket yang mau di kirim nya hadeh,,negatif
bagus harga murah dan di tambah dengan banyak nya diskon,,positif
cpat dan praktis,,positif
estimasi bisa berubah sesuka hati kalau gtu tiap kali paket tidak sampai di ulur terus estimasi nya payah pesenan dari kapan belum sampe² juga di ulur terus²an udah sampai estimasi pengiriman terus ajaa diulur,,negatif
busuk,,negatif
oke,,positif
memang mantap belanja disini,,positif
serba error,,negatif
notifikasi update menyebalkan muncul terus,,negatif
semakin sini semakin banyak error nyoba instal ulang tunggu lama malah gagal instalasinya deuh beda dengan app toko sebelah simple,,negatif
keren,,positif
beberapa aplikasi tokopedia belum bisa dibuka mohon informasinya,netral,netral
aplikasi tidak rekomendasi dana kita ditahan minta foto nya dibilang blur,,negatif
banyak error masa harga piring semi melamin lusin ribu ongkos kirim nya ribu buset,,negatif
aplikasi error terus,,negatif
diskon dan gratis ongkir hilang saat mau check out buang² waktu pakai aplikasi ini,,negatif
marketplace maksa tidak bisa pilih pengiriman yang di mau harus menggunakan pengiriman pilihannya sendirii kecewa dengan rekomendasi pengiriman tokopediaa,,negatif
error mulu gagal login sama tiba keluar sendiri,,negatif
tidak cocok buat aku yang tidak sabaran katanya kode verifikasi udah dikirim nyatanya belum loading daftar lama banget,,negatif
aplikasi ini sekarang sudah update besarbesaran apalagi updatenya sangat membantu para calon pembeli tambah ternyata banyak voucher promo dan diskon ya lumayanlah saya suka aplikasi ecommerce yang satu ini tokopedia,,negatif
terima kasih aplikasinya agar mudah belanja,,positif
heran kenapa sih kalau mau buka menu pembayaran lainnya selalu tidak bisa atau tidak suka lama gitu loading nya kita mau beli tapi pengen pakai pembayaran lain masa tidak bisa benarkan tuh sistemnya,,negatif
dapat voucher rbu dengan cekout barang tidak ada voucher nya padahal dh cekout barang malah suruh cekout lagi barang gimana sih,,negatif
semakin sini semakin tidak jelastiba dibatalkan refundnya dikembalikan dimana juga tidak jelasdi chat lama,,negatif
semoga lebih ditingkatkan kembali aplikasinya,,negatif
senang belanja,,negatif
mohon diperbaiki,,negatif
baru mencoba,,negatif
fitur pepeng shoot di garena belum bisa dipakai,,netral
parah dan hancur sekarang tokopedia ini paket saya tidak sampai di sistem masih gantung lacak tokopedia care nya juga lepas tangan tidak membantu seller juga tidak memberi response kurirnya paxel menggantung lacak disistem sudah minggu dulu bisa batal sekarang dipaksa urusin sendiri tidak ada penengah saya hanya membeli dengan jujur tapi dicewain begini jangan beli tokopedia lagi lepas tangan dan masa bodo customer servicenya tokopedia carenya sangat berbahaya beli di tokopedia,,negatif
oke,,positif
suka sekali,,positif
sistem penipuan dikasih harga dari diskonnya udah jelas tapi pas mau pembayaran saya hitung kok totalnya beda tidak sesuai diskon padah udah saya unceklis biaya asuransi sama proteksi gila banget ngambil untungnya aplikasi tidak amanah voucher diskon berasa kgk ada gunanya soalnya kalau dipake harganya ya emng tetep segitu berarti kgk dapat diskon apa sialan,,negatif
buat expedisi sendiri agar lebih terintegrasi dan lebih cepat sampai,,positif
note recommended setelah gabung tok tok,,negatif
oke,,positif
susah dibuka saya posisididaerah sini,,negatif
di update malah ngelag di menu voucher nya,,negatif
bagus barang sesuai berkualitas dengan harga yang terjangkau,,positif
oke,,positif
tokopedia care yang lambat,,negatif
aplikasi mengecewakan dana dikembalikan di tarik malah pending terus gimana sih cara kerjanya,,negatif
tidak meriko mendasi lagi setelah gabung ama ticktok tambah lambat banyak toko yang biasa langganan hilang jejak tidak bisa di cari lagi,,negatif
keren,,positif
belanja mudah n untung,,positif
saya punya apl tiktok saya sering belanja melalui tiktok toko pedia ntah kenapa tiba saldo pay later di tiktok saya hilang sedangkankan saya tidak merasa transaksi ini yang ada malah timbul tagihan pinjaman ke saya saya coba hub pihak tokopedia via wa maupun customer service tidak ada tanggapan mohon bantuan penjelasannya,,negatif
apaan dah temen saya dapat diskon pengguna baru terus setiap hari lah saya kapan njir udah tunggu setengah hari tidak ada diskon sama sekali,,negatif
udah tidak seperti dulu pencarian barang dulu paling bisa diandelin di tokopedia sekarang kita masukkan nama barang a yang keluar macem macem,,negatif
pilihan produk banyak dan berkualitas dan juga pakaian ada dan bisa di beli melalui transfer atau cash on delivery,,negatif
cepat cepat agar bisa gunain paylater nya,,positif
kenapa matanya tokopedia koq berkaca kaca gitu baik saja kan ka udah jika masalah jodoh itu udah di atur yang maha kuasa ya jika masalah itu tenang saaj aja aku tidak akan pernah libatkan kalian aitu janji aku,,negatif
tiga dulu kalau bagus sayah tambah in lagi,,positif
sangat membantu app inimantab,,positif
tidak enak belanja di tokopedia tidak bebas belanja berapa unit di batasi tidak kaya shoppe bebas mau berapa unit juga selalu di review saldo penjualan lama lagi penanganan terlalu lama harus pindah jualan di toko lain ini,,negatif
gini amat yak hidup di indonesia klw belanja item bakal dapat voucher rbudah belanja itemeh voucher nya rb di bagi dong wkwkwkwk tidak ada penjelasan di sk penipuan tidak si ini namanya udah bukan marketing lagi tobatlah nak,,negatif
udah tidak ada promo besar gedean lagi semenjak collab ama tiktok,,negatif
aplikasi tidak bertanggung jawab,,negatif
mudah dan terpercaya,,positif
sukses disini saya akan beli rumah,,positif
aplikasi ampas tiba di pembayaran selalu loading lama banget malahan tidak kelar kelar loadingnya mana pelayanan tokopedia care nya lambat banget respon agen chat nya asli gondok,,negatif
dapat bonus voucher belanja rb taunya kepecah minimum per belanja besar banget nominalnya,,negatif
tidak jelas tokopediasaya melakukan penarikan dana ko malah dipersulitdana ditahan chat ke tokopediacare tidak ada balasan gmn ini solusi nya,,negatif
layanan transaksi dibatasi sudah tak bisa dibuka sudah hari saya coba sama saja malah suruh cek akun padahal barang yang mau di co banyak banget giliran mau transaksi pas bka transaksi lainnya error mulu tidak bisa kebuka semakin malas belanja disini tidak seperti biasanya semakin sini bukannya upgrade malah tmbah tidak bagus,,negatif
oke juga,,positif
menonton di snek vidio,netral,netral
terlalu ribet nembahan alamat pakai peta,,negatif
saya tidak ada aplikasi tokopedia kenapa ada kode verifikasi dari aplikasi ini,,negatif
bagus,,positif
woy knpe di update pas pesen barang toko jadi ilang cek pengiriman tidak ada order slesai juga tidak ad riwayat gmne mau ksh bintang bagus ke tokonye kl aplikasi error kye mjing,,negatif
customer service nya bot slow respon jelek banget malah mengundang penipu,,negatif
aplikasi yang keren dan profesional,,positif
gausah sok sokan tokopedia x tiktokshop,,negatif
aplikasinya bagus,,positif
update semakin kecewa di sisi sebagai seller semakin naik adminnya yang otomatis dipaksa naikin harga susah bersaing sama toko lain di sisi buyer ini semakin tidak nyaman tiap mau checkoutyang lain seringkali terjadi bugdibatalkan mendadak ini annoying banget sih update lagi semakin kecewa lagi karena customer yang masih loyal dengan segala kekurangan yang ada malah tidak dikasih voucher besar yang jarang belanja malah dapat ini pas sistem kamu gimana sih ped,,negatif
kenapa saya tidak bisa masuk akun saya,,negatif
saya beli barang di tokopedia di cancel penjual gara gara saya beli pakai voucher ribu dana kembali tp voucher hangus padahal kan belum di pakai chat toko hanya minta maaf chat customer service tokopedia tidak ada jawaban kecewa berat lebih baik saya hapus dan pakai shoppe customer service shoppe nya tanggap voucher klo di cancel pun kembali payah tokopedia,,negatif
ekspedisinya busukk tidak seperti aplikasi sebelah gatau aku yang apes apa gimana tapi udah lebih dari kali dapat kurir yang tidak ramah jadi malas mau chekout disini klo diantarnya marahmarah mau komplain ke seller juga dia mana tau menau mending balik ke aplikasi sebelah yang ekspedisinya bisa dipilih sendiri sekedar saran buyer kasih pilihan dong mau pakai ekspedisi apa karna di tiap kota itu tiap ekspedisi beda ke toxicannya terus tambah kan penilaian kurir pengiriman agar pihak buyer juga nyaman,,negatif
oke,,positif
saya sudah membeli barang yang anda suruh untuk mendapatkan voucher rb dan setelah membeli muncul gambar selamat anda mendapatkan voucher rb tapi nyatanya saya tidak mendapatkan voucher sama sekali saya mendapatkan ticket untuk masalah ini tapi tim tokopedia sangat lama responnya menurut saya sengaja untuk menghabiskan masa voucher nya saya merasa ditipu padahal saya sudah melihat sk saya sangat kecewa dengan tokopedia janganlah menipu,,negatif
mudah dalam bertransaksi,,positif
diskripsi produk tidak lengkapmau beli jari pelek tidak ada ukuran panjangnyachat penjual tidak di responmembuat susah pembeli,,negatif
aplikasi ini mulai ada perbaikan,netral,netral
pengiriman lama,,negatif
tokopedia carenya blas nda ngebantu sama sekali mau tanya soal pengembalian dana udah antri chat lama malah di cuekin bgst emang,,negatif
kemahalan di ongkos,,negatif
saya gx pernah instal aplikasi ko dapat wa kode verifikasi saya sapii klo ad yang gunakn data saya gx nanggung apapun itu,,negatif
gimana sih tokopedia barang yang dikirim tidak sesuai banget order cd pcs malah dikirim pcstoko nya juga tidak bertanggung jawab hm tolong dong di perbaiki,,negatif
saya mengalami penipuan saat belanja diaplikasi ini tapi pihak tokopedia seperti tidak merespon atau peduli dengan komplenan saya sejak oktober sampai dengan saat ini proses retur masih blom ada perkembangan,,negatif
bagus,,positif
terimakasih sudah merekomendasikan toko yang amanah dengan harga dibawah standar resmi nya,,negatif
puas belanja di tokopedia,,positif
customer service servis nya tidak ada yang bisa d hubungi,,negatif
soalnya tidak ada yang datang,,negatif
padahal jaringan saya bagus tapi kok saat saya ingin mengganti metode pembayaran nya loading nya lama sekali,,negatif
proses cepat,,positif
bagus dan bermanfaat aplikasinya hatur nuhun,,positif
semenjak join tiktok tokopedia selalu lambat akses ke halaman jadi malas,,negatif
luar biasa,,positif
jangan suka berbohong kepada publik dengan giveaway untungberuntung diapp mau sosmed settingan tim admin loee yang pada kurang berpendidikan profesional iturata baru tamatan sekolah sudah tokopedia pekerjaan sbgai tim gaevent hny orang kampung aja yang percaya tidak event kamu adakan dimedsos ato diapp itu sendiriaku saran untuk mencari pemenang sistem random komen filter dan lain lain bukan tim kamu yang bego itu yang memili lsg pemenang hny publik kampung yang percayaklopublik kota,,negatif
overall tokopedia bagus banget tidak ribet barang yang di beli juga terjamin bagus,,positif
aplikasi langganan sudah dari awal,netral,negatif
customer service tokopedia sulit respon,,negatif
saya turunkan bintang karena saat saya bertanya tentang kendala melalui support jawaban terlalu banyak bot bukan manusiajadi terlalu lambat dalam merespon permasalahan dalam transaksi ditokopediatingkat kepercayaan dan ketenangan dalam bertransaksi adalah pelayanan chat support ketika ada masalah sistem ataupun transaksiayoo bangkit tokopedia agar selalu menjadi terdepan,,negatif
proses cepat dan aman,,positif
sangat sangat baik,,positif
fitur² tokopedia sekarang banyak yang tidak berfungsi normal seperti pencarian di whishlist tidak bisa memunculkan semuanya filter barang tidak tersedia di whishlist juga yang muncul termasuk yang stoknya masih ada,,negatif
mantap promo menguncang nya,,positif
skrang tidak bisa pembayran pakai coins,,negatif
paling maless muncul iklan truss mana udah di uninstall udah di hampus masih aja muncul iklan knapa yaa bisa gtu cara hilanginnya gimana,,negatif
simple cepat,,positif
bagus,,positif
tokomedia bagus bangat sesui dengan pesanan mantap,,positif
aplikasi belanja dengan sistem komplain paling tolol yang saya tau sudah jelas jelas barang yang saya pesan itu penipuan dan saya menuntut pengembalian uang tapi masih menunggu persetujuan penjual ya aneh masa iya penipu mau berbaik hati mengembalikan uang kan kocak,,negatif
bagus,,positif
kecewa banget barang tidak diterima hanya kemasan kosong tp dinyatakan sampai karena kemasannya sampai untuk pengembalian dana saya harus kirim ulang barangnya kan aneh saya yang dirugikan karena beli barang tp tidak ada tp saya harus tanggung lagi ongkir buat kembali kan tu kemasan sampah,,negatif
ada tulisan vocer potongan harga ternyata emang harganya segitu vocer hoax,,negatif
sangat puas,,positif
ini kok baru masuk tokopedia udah disuguhi konten barang tidak pantas mana baru buat akun aja barangnya nyeleneh lagi tolong dong berhentikan perjual belikan bajubarang tak senonohmata saya tercemar ini ane mau belanjabukan cari dosa,,negatif
parah banget ni aplikasi sekali dua kali pesan di sini sih oke aja ya sama penjualnya yang tidak ngebales atau mungkin pakai ai lah ini di tambah sama aplikasinya yang kurang greget masa paket dibiarkan dikemas hari yang satunya malah macet di jasa pengiriman jnt sekitar hari gila kamu udahmah curang lagih dituliskannya tunggu sampai tanggal sekian tapi pas udah tanggal tempo nya malah di tambahan beberapa hari lagi ga jelas mendingan toko oren,,negatif
keren,,positif
untuk komplainnya susah samapi sekarang tidak ada respon dari aplikasi ini,,negatif
tidak usah deh ngadain flash sale kalau ongkir nya aja x lebih mahal dari barang yang dipesan padahal sebelum flash sale harga normalnormal saja,,negatif
beberapa tahun yang lalu saya beri ulasan bintang tapi sejak kerja sama dengan tiktok udah banyak penipuan don proses komplain nya agak ribet customer service nya juga bot sekarang tolong di perbaiki sistem kerja tokopedia saya pengguna lama udah malas belanja lewat tokopedia udah berapa kali kena tipu bermacam macam jenis orderan,,negatif
uinya kembali kan kaya yang lama sekarang berasa lebih berat dari shopee pencariannya ngawor masih mending yang lama,,negatif
masih aman digunakan,netral,netral
tidak jelas,,negatif
Saya pengguna lama dan ingin melihat perbaikan sistem agar pengalaman belanja lebih lancar,netral,netral
aplikasinya error waktu pembayaran selalu ada tulisan halaman tidak tersedia terus aplikasi kututup dan order lagi voucher dan poin ilang tolong segera diperbaiki,,negatif
semakin tidak jelas tokopedia parah,,negatif
semakin di update semakin repot entah login ngeranjangin barang mau bayar juga konslet sistem sering error entah yang lain adajalah pkoknya,,negatif
selalu tampilkan model baru,netral,netral
saat krusial gini tiba paylater tidak bisa dipake kalau gtu ngapain dikasih limit,,negatif
saya sangat puas,,positif
semenjak gabung sama tiktok jadi jelek pencarian jadi tidak akurat promo berkurang terus mending pakai aplikasi oren aja,,negatif
jadi aku jualan di tokopedia dan barangnya hilang di perjalanan pembelinya pun komplain tapi aku tidak dapat ganti rugi sedikitpun dari aplikasi ternyata kalau barang dari penjual hilang atau rusak tokopedia tidak mau ganti rugi dan tidak mau tanggungjawab sedikitpun padahal mereka mendapat untung dari pedagang tapi kalau barang hilang mereka tidak mau ganti rugi sedikitpun dasar aplikasi perampok sukanya merugikan pedagang,,negatif
keamanan aplikasi nya buruk banyak yang mencoba login ke aku saya melalui perangkat lain,,negatif
